batch,t_min,v_T,C0_VE1,C0_VE2,C0_FA,C0_OH,C_VE1_exp,C_VE2_exp,C_FA_exp
2,290.0,38.0,0.024,0.011,0.0075,0.0,0.0004089488356251718,0.0001799470531375949,4.808863228933575e-16
2,300.0,38.0,0.024,0.011,0.0075,0.0,0.000524050588839802,0.00024918524662320327,7.129207813241323e-16
2,310.0,38.0,0.024,0.011,0.0075,0.0,0.0006859340766248103,0.00032067404253121175,1.1352540219629233e-15
2,320.0,38.0,0.024,0.011,0.0075,0.0,0.0009211992292353566,0.00041593253454275033,1.6739520358447907e-15
2,330.0,38.0,0.024,0.011,0.0075,0.0,0.001175078956871935,0.0005596806059177497,2.7094124978638806e-15
2,340.0,38.0,0.024,0.011,0.0075,0.0,0.0015827903515305555,0.0007121979184157465,4.165042774000799e-15
2,350.0,38.0,0.024,0.011,0.0075,0.0,0.0020262729337786074,0.0009395229714613173,6.360573532853916e-15
2,360.0,38.0,0.024,0.011,0.0075,0.0,0.0025903152933010607,0.0012527806856859637,9.477976032400934e-15
2,370.0,38.0,0.024,0.011,0.0075,0.0,0.0035273804008646575,0.001610747818976405,1.459387536231789e-14
2,380.0,38.0,0.024,0.011,0.0075,0.0,0.004600178270203257,0.00204800255867782,2.2464452523367158e-14
2,390.0,38.0,0.024,0.011,0.0075,0.0,0.005883991538068055,0.0027030836715652828,3.325096899373697e-14
2,400.0,38.0,0.024,0.011,0.0075,0.0,0.007451043462564406,0.0034188601213136923,4.7829362978620024e-14
2,410.0,38.0,0.024,0.011,0.0075,0.0,0.008895524916646864,0.004185540079916745,6.813078632038982e-14
2,420.0,38.0,0.024,0.011,0.0075,0.0,0.010929625881357676,0.005182780971115207,9.746517397322486e-14
3,0.0,40.0,0.02635,0.012,0.008,0.0,0.0,0.0,0.0
3,10.0,40.0,0.02635,0.012,0.008,0.0,1.7319350218110806e-09,7.781044948111151e-10,2.9047485083234816e-21
3,20.0,40.0,0.02635,0.012,0.008,0.0,1.0831124322417144e-07,4.863885874478489e-08,5.007049038856541e-21
3,30.0,40.0,0.02635,0.012,0.008,0.0,2.2381687936773373e-07,1.0269123589789175e-07,8.545627715548529e-21
3,40.0,40.0,0.02635,0.012,0.008,0.0,3.3310713039873993e-07,1.532294992014975e-07,1.5540858087440078e-20
3,50.0,40.0,0.02635,0.012,0.008,0.0,5.19224156864631e-07,2.3454669069975954e-07,2.90213405603001e-20
3,60.0,40.0,0.02635,0.012,0.008,0.0,7.566360563141169e-07,3.6565220327492804e-07,5.3922099730589794e-20
3,70.0,40.0,0.02635,0.012,0.008,0.0,1.189552076964484e-06,5.44949403504457e-07,9.940274810258247e-20
3,80.0,40.0,0.02635,0.012,0.008,0.0,1.7717879863951815e-06,8.090900769664809e-07,1.5921027539506076e-19
3,90.0,40.0,0.02635,0.012,0.008,0.0,2.6416385603167187e-06,1.1860228067847308e-06,2.794217577721121e-19
3,100.0,40.0,0.02635,0.012,0.008,0.0,3.629741575528618e-06,1.6817146526864422e-06,4.521841731372614e-19
3,110.0,40.0,0.02635,0.012,0.008,0.0,5.146677926035586e-06,2.30839418937242e-06,7.088529467213994e-19
3,120.0,40.0,0.02635,0.012,0.008,0.0,7.2213590565951835e-06,3.0976550878967434e-06,1.1791882408598941e-18
3,130.0,40.0,0.02635,0.012,0.008,0.0,9.757607330927092e-06,4.368879838340586e-06,1.9456578758991334e-18
3,140.0,40.0,0.02635,0.012,0.008,0.0,1.3464432475441796e-05,6.102684967040218e-06,3.1551609668463414e-18
3,150.0,40.0,0.02635,0.012,0.008,0.0,1.8427014152385415e-05,8.707930541204448e-06,5.119630621708589e-18
3,160.0,40.0,0.02635,0.012,0.008,0.0,2.5311127211168176e-05,1.1184768613254059e-05,8.076472709517998e-18
3,170.0,40.0,0.02635,0.012,0.008,0.0,3.581443815753149e-05,1.5947038685578685e-05,1.347791686356056e-17
3,180.0,40.0,0.02635,0.012,0.008,0.0,4.959325739480212e-05,2.130557922149571e-05,2.1895636880256564e-17
3,190.0,40.0,0.02635,0.012,0.008,0.0,6.508845194221756e-05,3.0275558710709686e-05,3.572362298891733e-17
3,200.0,40.0,0.02635,0.012,0.008,0.0,8.874927022944867e-05,3.9605509009639496e-05,5.996799760008231e-17
3,210.0,40.0,0.02635,0.012,0.008,0.0,0.00012475565377290015,5.5380526325733005e-05,9.668827063606759e-17
3,220.0,40.0,0.02635,0.012,0.008,0.0,0.0001633192983157159,7.563033514732544e-05,1.6127828439699055e-16
3,230.0,40.0,0.02635,0.012,0.008,0.0,0.0002294022004537815,0.00010900303605206192,2.5138194335933453e-16
3,240.0,40.0,0.02635,0.012,0.008,0.0,0.00031558808436419803,0.00014151695986540456,4.201816456605027e-16
3,250.0,40.0,0.02635,0.012,0.008,0.0,0.00042497500229484277,0.00019139235491785482,6.642688952813396e-16
3,260.0,40.0,0.02635,0.012,0.008,0.0,0.0006139445636264693,0.0002630333430996957,1.0559578230333077e-15
3,270.0,40.0,0.02635,0.012,0.008,0.0,0.0007760298591006652,0.00036291038329125397,1.7737060726989333e-15
3,280.0,40.0,0.02635,0.012,0.008,0.0,0.0010957224947688521,0.0004955220838192804,2.9076183311701016e-15
3,290.0,40.0,0.02635,0.012,0.008,0.0,0.001430166987110884,0.0006443057450409216,4.67501744377951e-15
3,300.0,40.0,0.02635,0.012,0.008,0.0,0.0018906718425015026,0.0009085354338139028,7.93036683952115e-15
3,310.0,40.0,0.02635,0.012,0.008,0.0,0.002551651909320418,0.0011638176078087779,1.1959589761850491e-14
3,320.0,40.0,0.02635,0.012,0.008,0.0,0.003429667585318893,0.0014936556563039732,1.940308308368228e-14
3,330.0,40.0,0.02635,0.012,0.008,0.0,0.004758214478931089,0.0020975411708800736,3.203601179482157e-14
3,340.0,40.0,0.02635,0.012,0.008,0.0,0.0060319834882698944,0.0028718296014372522,4.9551539870518846e-14
3,350.0,40.0,0.02635,0.012,0.008,0.0,0.00784089893132958,0.003781986730022376,7.56831294569219e-14
3,360.0,40.0,0.02635,0.012,0.008,0.0,0.009841020063678879,0.004612433102638856,1.1535819881130937e-13
3,370.0,40.0,0.02635,0.012,0.008,0.0,0.012898106230532131,0.005645235587323349,1.7394158345264227e-13
3,380.0,40.0,0.02635,0.012,0.008,0.0,0.015708761104610763,0.006940002179721986,2.4824167260491683e-13
3,390.0,40.0,0.02635,0.012,0.008,0.0,0.01808680986152888,0.008769017594940321,3.425331977901305e-13
3,400.0,40.0,0.02635,0.012,0.008,0.0,0.021085124295836994,0.0094835783387878,4.694733421975359e-13
3,410.0,40.0,0.02635,0.012,0.008,0.0,0.02390263430596275,0.011053903826290744,6.153812828058221e-13
3,420.0,40.0,0.02635,0.012,0.008,0.0,0.02602971467089071,0.01156126991491491,7.831668702465015e-13
4,0.0,42.0,0.027,0.013,0.0085,0.0,0.0,0.0,0.0
4,10.0,42.0,0.027,0.013,0.0085,0.0,3.2527630704284056e-09,1.5290755093262096e-09,6.6255817903865474e-21
4,20.0,42.0,0.027,0.013,0.0085,0.0,1.7680361768170047e-07,8.749484369593694e-08,1.1205210098442622e-20
4,30.0,42.0,0.027,0.013,0.0085,0.0,3.5172863902158566e-07,1.765834223214763e-07,2.1665568207909244e-20
4,40.0,42.0,0.027,0.013,0.0085,0.0,5.449921068535852e-07,2.705437816179718e-07,4.093845542408466e-20
4,50.0,42.0,0.027,0.013,0.0085,0.0,8.796971679549956e-07,4.104030772983012e-07,8.098338189779796e-20
4,60.0,42.0,0.027,0.013,0.0085,0.0,1.4057151819508807e-06,6.693417516347541e-07,1.5225570933461523e-19
4,70.0,42.0,0.027,0.013,0.0085,0.0,1.9467603055926715e-06,1.0191015844249877e-06,2.746050507105994e-19
4,80.0,42.0,0.027,0.013,0.0085,0.0,3.133627858313726e-06,1.4941498270934443e-06,4.856389855724329e-19
4,90.0,42.0,0.027,0.013,0.0085,0.0,4.625334109208381e-06,2.1971538208479445e-06,8.295293371458532e-19
4,100.0,42.0,0.027,0.013,0.0085,0.0,6.7561196805850616e-06,3.1046728460505413e-06,1.4569155969074762e-18
4,110.0,42.0,0.027,0.013,0.0085,0.0,9.417070750949089e-06,4.445488051248483e-06,2.4077931398989853e-18
4,120.0,42.0,0.027,0.013,0.0085,0.0,1.3023589504543657e-05,6.47440684971361e-06,4.134730222998731e-18
4,130.0,42.0,0.027,0.013,0.0085,0.0,1.8468424213394626e-05,8.794111802316438e-06,7.0140551975594e-18
4,140.0,42.0,0.027,0.013,0.0085,0.0,2.670978352251694e-05,1.2589918686642861e-05,1.1962335718561345e-17
4,150.0,42.0,0.027,0.013,0.0085,0.0,3.6416341764490316e-05,1.7690531476786695e-05,2.0105184401256098e-17
4,160.0,42.0,0.027,0.013,0.0085,0.0,5.1582546447461237e-05,2.3945286975056178e-05,3.4954768973811787e-17
4,170.0,42.0,0.027,0.013,0.0085,0.0,7.125750802286528e-05,3.4714883020482004e-05,5.852448838939413e-17
4,180.0,42.0,0.027,0.013,0.0085,0.0,0.0001004359971511439,4.701946705342402e-05,1.0286101490705879e-16
4,190.0,42.0,0.027,0.013,0.0085,0.0,0.00013425544858342446,6.553064025951113e-05,1.7190910901260615e-16
4,200.0,42.0,0.027,0.013,0.0085,0.0,0.00019906477492001806,9.363955073728335e-05,2.8958573576184677e-16
4,210.0,42.0,0.027,0.013,0.0085,0.0,0.0002612227473741358,0.00012896860073608967,4.944077819583612e-16
4,220.0,42.0,0.027,0.013,0.0085,0.0,0.00038609058566046035,0.000182053010129723,8.146668318189856e-16
4,230.0,42.0,0.027,0.013,0.0085,0.0,0.0005391256275129456,0.0002474958904841528,1.4030119833536559e-15
4,240.0,42.0,0.027,0.013,0.0085,0.0,0.000738967566373254,0.0003452611579002074,2.4099131301199238e-15
4,250.0,42.0,0.027,0.013,0.0085,0.0,0.0009969190836400645,0.00048598245407417473,4.2085840507082025e-15
4,260.0,42.0,0.027,0.013,0.0085,0.0,0.001331503846168124,0.0006855748349795126,7.138639353022482e-15
4,270.0,42.0,0.027,0.013,0.0085,0.0,0.001868068853158462,0.0008914748052981996,1.1630109196723652e-14
4,280.0,42.0,0.027,0.013,0.0085,0.0,0.002582588757379423,0.0012243317790486532,1.96678617749595e-14
4,290.0,42.0,0.027,0.013,0.0085,0.0,0.0035613328352526157,0.001699641563228464,3.311185283605317e-14
4,300.0,42.0,0.027,0.013,0.0085,0.0,0.0047977061686681356,0.002338834082787551,5.396793509002334e-14
4,310.0,42.0,0.027,0.013,0.0085,0.0,0.0062341937512035836,0.0030955881018670675,9.126041809673898e-14
4,320.0,42.0,0.027,0.013,0.0085,0.0,0.008340208196555291,0.004090467380431303,1.410552833876125e-13
4,330.0,42.0,0.027,0.013,0.0085,0.0,0.010408934206876864,0.0050749875282442266,2.2683474482875635e-13
4,340.0,42.0,0.027,0.013,0.0085,0.0,0.013331116102236569,0.006458977662035305,3.3940277875893315e-13
4,350.0,42.0,0.027,0.013,0.0085,0.0,0.016445445667163213,0.007856544454691373,5.175798374249745e-13
4,360.0,42.0,0.027,0.013,0.0085,0.0,0.02016575408934524,0.009465656642658114,7.339004331539312e-13
4,370.0,42.0,0.027,0.013,0.0085,0.0,0.022636063987357253,0.011144148387392768,1.0206021126181577e-12
4,380.0,42.0,0.027,0.013,0.0085,0.0,0.026402310222220605,0.012049528940165276,1.3672695580593785e-12
4,390.0,42.0,0.027,0.013,0.0085,0.0,0.02801050799023903,0.013271470685243467,1.7686140049099577e-12
4,400.0,42.0,0.027,0.013,0.0085,0.0,0.02855888501753113,0.014757859746266153,2.128883117574277e-12
4,410.0,42.0,0.027,0.013,0.0085,0.0,0.031130129175366186,0.014387819541237617,2.738060196030882e-12
4,420.0,42.0,0.027,0.013,0.0085,0.0,0.03111262156299461,0.015144156667547181,3.224860015071248e-12
4,430.0,42.0,0.027,0.013,0.0085,0.0,0.03256906778571509,0.01524494410973297,3.607341514287834e-12
4,440.0,42.0,0.027,0.013,0.0085,0.0,0.03170597237477743,0.01555843551759619,4.494608098304891e-12
4,450.0,42.0,0.027,0.013,0.0085,0.0,0.03290036408255251,0.015917517496272057,5.3266881581378315e-12
6,0.0,41.0,0.0255,0.0115,0.0078,0.0,0.0,0.0,0.0
6,10.0,41.0,0.0255,0.0115,0.0078,0.0,2.317994457034233e-09,9.925632089601582e-10,4.357700519109617e-21
6,20.0,41.0,0.0255,0.0115,0.0078,0.0,1.3303991561184571e-07,5.942317458920074e-08,6.955324641599043e-21
6,30.0,41.0,0.0255,0.0115,0.0078,0.0,2.7436595049154165e-07,1.2303065473760556e-07,1.2569905277317941e-20
6,40.0,41.0,0.0255,0.0115,0.0078,0.0,4.0712736492928296e-07,1.8433534065568382e-07,2.189462835400833e-20
6,50.0,41.0,0.0255,0.0115,0.0078,0.0,6.074367323905879e-07,2.7643760434870334e-07,4.0761287764924543e-20
6,60.0,41.0,0.0255,0.0115,0.0078,0.0,9.295331032395417e-07,4.2023850127032037e-07,7.495257611395756e-20
6,70.0,41.0,0.0255,0.0115,0.0078,0.0,1.3793613218765896e-06,6.189708122711123e-07,1.2680888747719985e-19
6,80.0,41.0,0.0255,0.0115,0.0078,0.0,1.980639560071449e-06,9.307750117960345e-07,2.179493390457573e-19
6,90.0,41.0,0.0255,0.0115,0.0078,0.0,2.924277363599629e-06,1.2646682263152596e-06,3.4678874477819847e-19
6,100.0,41.0,0.0255,0.0115,0.0078,0.0,3.961250815460253e-06,1.8665784206742324e-06,6.001673302082944e-19
6,110.0,41.0,0.0255,0.0115,0.0078,0.0,5.6646604205433625e-06,2.497082927153481e-06,9.479259354490552e-19
6,120.0,41.0,0.0255,0.0115,0.0078,0.0,7.725682736274206e-06,3.4808218039397206e-06,1.4567717887878664e-18
6,130.0,41.0,0.0255,0.0115,0.0078,0.0,1.0499361349567119e-05,4.799352589550696e-06,2.5506384659768196e-18
6,140.0,41.0,0.0255,0.0115,0.0078,0.0,1.4680151692417055e-05,6.784141008746158e-06,3.971113231945622e-18
6,150.0,41.0,0.0255,0.0115,0.0078,0.0,1.989255196185308e-05,8.31351949963567e-06,6.54573597813057e-18
6,160.0,41.0,0.0255,0.0115,0.0078,0.0,2.7563472673886248e-05,1.2729788638911008e-05,1.0427747948671978e-17
6,170.0,41.0,0.0255,0.0115,0.0078,0.0,3.720235067084709e-05,1.6509701216627438e-05,1.6727194833796177e-17
6,180.0,41.0,0.0255,0.0115,0.0078,0.0,4.97799000490582e-05,2.2617429556372264e-05,2.862655315492107e-17
6,190.0,41.0,0.0255,0.0115,0.0078,0.0,6.861762847499768e-05,3.0454586505776722e-05,4.54697302672537e-17
6,200.0,41.0,0.0255,0.0115,0.0078,0.0,9.355541994678059e-05,4.144070670193768e-05,7.538738725184629e-17
6,210.0,41.0,0.0255,0.0115,0.0078,0.0,0.00012159482825086889,5.6745798193432675e-05,1.2125979723479996e-16
6,220.0,41.0,0.0255,0.0115,0.0078,0.0,0.00016672756569035025,7.781718356160125e-05,1.9910651222724457e-16
6,230.0,41.0,0.0255,0.0115,0.0078,0.0,0.00023419286196804223,0.00010112863383629424,3.0995987619071073e-16
6,240.0,41.0,0.0255,0.0115,0.0078,0.0,0.0003219305725237135,0.00014253765541588965,5.094790569431824e-16
6,250.0,41.0,0.0255,0.0115,0.0078,0.0,0.00042871350322434094,0.00019441404400606077,8.139363540267863e-16
6,260.0,41.0,0.0255,0.0115,0.0078,0.0,0.0005708570417230494,0.0002596894583731455,1.3235984080337077e-15
6,270.0,41.0,0.0255,0.0115,0.0078,0.0,0.0007727159797704046,0.0003584821964214264,2.1273444224181627e-15
6,280.0,41.0,0.0255,0.0115,0.0078,0.0,0.0010838479783654555,0.0004883487711099008,3.3952786751279647e-15
6,290.0,41.0,0.0255,0.0115,0.0078,0.0,0.0013986004335774821,0.0006368606026115074,5.603879796849992e-15
6,300.0,41.0,0.0255,0.0115,0.0078,0.0,0.0018513584973073548,0.0008434633738066146,9.320718840285598e-15
6,310.0,41.0,0.0255,0.0115,0.0078,0.0,0.002482115872502152,0.0011722695054754142,1.484243434139261e-14
6,320.0,41.0,0.0255,0.0115,0.0078,0.0,0.003322003107485927,0.001544751738612731,2.384402038784808e-14
6,330.0,41.0,0.0255,0.0115,0.0078,0.0,0.004420443106304927,0.001965811415691949,3.8591085890573005e-14
6,340.0,41.0,0.0255,0.0115,0.0078,0.0,0.005825094191517293,0.0025745150794838963,5.637862717050766e-14
6,350.0,41.0,0.0255,0.0115,0.0078,0.0,0.0074561196340007935,0.0032613194942277854,8.66411857858087e-14
6,360.0,41.0,0.0255,0.0115,0.0078,0.0,0.009363642640157632,0.004270433218809091,1.39408817223547e-13
6,370.0,41.0,0.0255,0.0115,0.0078,0.0,0.011831580064764506,0.005391369922951192,1.96797300902218e-13
6,380.0,41.0,0.0255,0.0115,0.0078,0.0,0.014378585385660553,0.0065034997028955085,2.973783764146913e-13
6,390.0,41.0,0.0255,0.0115,0.0078,0.0,0.017196334301118315,0.007861676973193496,4.080147776841599e-13
6,400.0,41.0,0.0255,0.0115,0.0078,0.0,0.02005609834222537,0.009055129098894487,5.498648069442576e-13
6,410.0,41.0,0.0255,0.0115,0.0078,0.0,0.022555407442127407,0.010071512852056867,7.195300553012023e-13
6,420.0,41.0,0.0255,0.0115,0.0078,0.0,0.025170540163698428,0.011057319694874381,9.46164183637031e-13
6,430.0,41.0,0.0255,0.0115,0.0078,0.0,0.02629452262124866,0.011981507039858095,1.2415074986363512e-12
6,440.0,41.0,0.0255,0.0115,0.0078,0.0,0.027770349477420145,0.012684305572016897,1.5147550631306395e-12
6,450.0,41.0,0.0255,0.0115,0.0078,0.0,0.029160695707180308,0.013290134469444305,1.7535589841702647e-12
6,460.0,41.0,0.0255,0.0115,0.0078,0.0,0.029996727667759855,0.013307042373462875,2.14185618361905e-12
12,0.0,39.0,0.026,0.0125,0.0082,0.0,0.0,0.0,0.0
12,10.0,39.0,0.026,0.0125,0.0082,0.0,1.208404890251846e-09,6.008561738729522e-10,2.0520592678139958e-21
12,20.0,39.0,0.026,0.0125,0.0082,0.0,8.258011064492234e-08,4.017675306501089e-08,3.327840983164216e-21
12,30.0,39.0,0.026,0.0125,0.0082,0.0,1.7949299111178685e-07,8.515230665604858e-08,5.8900022254659064e-21
12,40.0,39.0,0.026,0.0125,0.0082,0.0,2.565686958369923e-07,1.2323151297471997e-07,1.1028048244426745e-20
12,50.0,39.0,0.026,0.0125,0.0082,0.0,3.959305844322521e-07,1.8954043355878086e-07,2.027088575981867e-20
12,60.0,39.0,0.026,0.0125,0.0082,0.0,6.533730822064051e-07,3.021044424701973e-07,3.7681034501777876e-20
12,70.0,39.0,0.026,0.0125,0.0082,0.0,9.524071239794547e-07,4.6308825640690793e-07,6.391754358536733e-20
12,80.0,39.0,0.026,0.0125,0.0082,0.0,1.3921199720039417e-06,6.786299968556287e-07,1.124686038622484e-19
12,90.0,39.0,0.026,0.0125,0.0082,0.0,2.023392020363499e-06,9.635293670388543e-07,1.8668208971941616e-19
12,100.0,39.0,0.026,0.0125,0.0082,0.0,2.8417204678948535e-06,1.3204833348186438e-06,3.0020420341290818e-19
12,110.0,39.0,0.026,0.0125,0.0082,0.0,4.090786347667899e-06,2.008860654238815e-06,5.174439534091615e-19
12,120.0,39.0,0.026,0.0125,0.0082,0.0,5.654321116507084e-06,2.7616516242645238e-06,8.222554502416242e-19
12,130.0,39.0,0.026,0.0125,0.0082,0.0,7.708742649012935e-06,3.630536124726027e-06,1.306308549128107e-18
12,140.0,39.0,0.026,0.0125,0.0082,0.0,1.0406768895296928e-05,5.152847554483398e-06,2.138817632734622e-18
12,150.0,39.0,0.026,0.0125,0.0082,0.0,1.4423189048044443e-05,7.141533860022872e-06,3.5121802139802764e-18
12,160.0,39.0,0.026,0.0125,0.0082,0.0,2.053505859310968e-05,9.904148577058572e-06,5.670248439405633e-18
12,170.0,39.0,0.026,0.0125,0.0082,0.0,2.893105351563123e-05,1.3483940290710584e-05,9.289652562495602e-18
12,180.0,39.0,0.026,0.0125,0.0082,0.0,3.824597349769357e-05,1.8210004249855266e-05,1.4853211308387298e-17
12,190.0,39.0,0.026,0.0125,0.0082,0.0,5.176154047317711e-05,2.4901822384165e-05,2.3728515599414762e-17
12,200.0,39.0,0.026,0.0125,0.0082,0.0,6.834334856493717e-05,3.451105820477658e-05,3.80609348760528e-17
12,210.0,39.0,0.026,0.0125,0.0082,0.0,9.765059765191905e-05,4.841271186318117e-05,6.272899107252378e-17
12,220.0,39.0,0.026,0.0125,0.0082,0.0,0.0001321601148720983,6.598704399498905e-05,1.0389958687738286e-16
12,230.0,39.0,0.026,0.0125,0.0082,0.0,0.00018586314596645535,8.70227235836229e-05,1.6899532227259052e-16
12,240.0,39.0,0.026,0.0125,0.0082,0.0,0.0002451716463071453,0.0001178952848580869,2.7291115429154544e-16
12,250.0,39.0,0.026,0.0125,0.0082,0.0,0.00033465958698085635,0.0001653412433974064,4.579086368513123e-16
12,260.0,39.0,0.026,0.0125,0.0082,0.0,0.0004455646420938677,0.00021835470637153044,7.245074884670198e-16
12,270.0,39.0,0.026,0.0125,0.0082,0.0,0.0006252309261570738,0.0003084671098536117,1.1267086113808527e-15
12,280.0,39.0,0.026,0.0125,0.0082,0.0,0.0008571088841794713,0.00040812617470438114,1.871814660168485e-15
12,290.0,39.0,0.026,0.0125,0.0082,0.0,0.0011616340018953417,0.0005412665137858496,2.962623749876928e-15
12,300.0,39.0,0.026,0.0125,0.0082,0.0,0.0016036865658013142,0.0007544123902631343,4.910809652325667e-15
12,310.0,39.0,0.026,0.0125,0.0082,0.0,0.002099921951205429,0.0010176740834803657,7.717235575011622e-15
12,320.0,39.0,0.026,0.0125,0.0082,0.0,0.0027625080504207274,0.001390564204633929,1.2697102722725339e-14
12,330.0,39.0,0.026,0.0125,0.0082,0.0,0.0038216965408436132,0.0017847462945038849,2.067407266146902e-14
12,340.0,39.0,0.026,0.0125,0.0082,0.0,0.005004152948831587,0.0024123402196166216,3.199859833495125e-14
12,350.0,39.0,0.026,0.0125,0.0082,0.0,0.006401248961386836,0.0030106783102378945,4.8109846369132345e-14
12,360.0,39.0,0.026,0.0125,0.0082,0.0,0.008675367650290563,0.004144204576495784,7.469667689081374e-14
12,370.0,39.0,0.026,0.0125,0.0082,0.0,0.010605661309196787,0.005236178741726769,1.1259847918340645e-13
12,380.0,39.0,0.026,0.0125,0.0082,0.0,0.01293042091789854,0.006543940299432598,1.6759258467147172e-13
12,390.0,39.0,0.026,0.0125,0.0082,0.0,0.01530900310059837,0.007701591879669743,2.3840617498775224e-13
12,400.0,39.0,0.026,0.0125,0.0082,0.0,0.01922868260996346,0.009184292130931235,3.264193968368528e-13
12,410.0,39.0,0.026,0.0125,0.0082,0.0,0.021802863344926968,0.010568416433092129,4.432032708884423e-13
12,420.0,39.0,0.026,0.0125,0.0082,0.0,0.024176080246339576,0.01200345973410166,5.707544601546247e-13
